song,artist,play_time,download_time,username,time_type,play_datetime,play_date,time_day_secs,hour,day_of_month,weekday,weekend_flag,time_since_play,artist_count,total_plays,avg_play_hour,avg_play_day,total_weekend_plays,total_artist_plays,artist_distinct_songs,artist_max_song_count,artist_max_song_percent,percent_of_artist_play,song_rank,artist_rank
The Magnificent Moon,Mildlife,9Sep12:27pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 12:27:00.000000,2019-09-09,44820,12,9,0,0,7443,1,1,12.0,0.0,0,1,1,1,1.0,1.0,2607,807.0
Everything Connected ,Jon Hopkins,9Sep12:21pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 12:21:00.000000,2019-09-09,44460,12,9,0,0,7803,3,1,12.0,0.0,0,3,3,1,0.3333333333333333,0.3333333333333333,2257,434.0
Wonder,Arelius,9Sep9:31am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 09:31:00.000000,2019-09-09,34260,9,9,0,0,18003,1,1,9.0,0.0,0,1,1,1,1.0,1.0,2792,807.0
Timewave Zero,The Comet Is Coming,7Sep4:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 16:05:00.000000,2019-09-07,57900,16,7,5,1,80763,184,10,14.5,3.2,3,184,21,78,0.42391304347826086,0.05434782608695652,219,9.0
Livin' Thing,Electric Light Orchestra,7Sep3:08pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 15:08:00.000000,2019-09-07,54480,15,7,5,1,84183,7,1,15.0,5.0,1,7,3,4,0.5714285714285714,0.14285714285714285,2184,252.0
Valerie ,Steve Winwood,7Sep3:04pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 15:04:00.000000,2019-09-07,54240,15,7,5,1,84423,1,1,15.0,5.0,1,1,1,1,1.0,1.0,2483,807.0
Me and Bobby McGee,Janis Joplin,7Sep2:59pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 14:59:00.000000,2019-09-07,53940,14,7,5,1,84723,1,1,14.0,5.0,1,1,1,1,1.0,1.0,2476,807.0
Billie Jean,Michael Jackson,7Sep2:55pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 14:55:00.000000,2019-09-07,53700,14,7,5,1,84963,1,1,14.0,5.0,1,1,1,1,1.0,1.0,4181,807.0
Let's Stay Together,Al Green,7Sep2:51pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 14:51:00.000000,2019-09-07,53460,14,7,5,1,85203,5,4,14.0,2.25,1,5,2,4,0.8,0.8,829,310.0
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",7Sep2:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 14:47:00.000000,2019-09-07,53220,14,7,5,1,85443,1,1,14.0,5.0,1,1,1,1,1.0,1.0,3121,807.0
Jump ,Van Halen,7Sep1:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 13:54:00.000000,2019-09-07,50040,13,7,5,1,2223,1,1,13.0,5.0,1,1,1,1,1.0,1.0,3057,807.0
Here Comes The Sun ,The Beatles,7Sep1:51pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 13:51:00.000000,2019-09-07,49860,13,7,5,1,2403,1,1,13.0,5.0,1,1,1,1,1.0,1.0,2893,807.0
Mad World,Tears for Fears,7Sep1:42pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 13:42:00.000000,2019-09-07,49320,13,7,5,1,2943,3,1,13.0,5.0,1,3,2,2,0.6666666666666666,0.3333333333333333,2487,434.0
Papa's Got A Brand New Bag ,James Brown,7Sep1:40pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 13:40:00.000000,2019-09-07,49200,13,7,5,1,3063,1,1,13.0,5.0,1,1,1,1,1.0,1.0,2443,807.0
Money for Nothing,Dire Straits,7Sep1:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 13:32:00.000000,2019-09-07,48720,13,7,5,1,3543,1,1,13.0,5.0,1,1,1,1,1.0,1.0,2548,807.0
What's Up?,4 Non Blondes,7Sep1:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 13:18:00.000000,2019-09-07,47880,13,7,5,1,4383,2,2,13.0,5.0,2,2,1,2,1.0,1.0,1821,560.0
Rikki Don't Lose That Number,Steely Dan,7Sep1:13pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 13:13:00.000000,2019-09-07,47580,13,7,5,1,4683,3,1,13.0,5.0,1,3,3,1,0.3333333333333333,0.3333333333333333,4260,434.0
Drive,The Cars,7Sep1:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 13:09:00.000000,2019-09-07,47340,13,7,5,1,4923,1,1,13.0,5.0,1,1,1,1,1.0,1.0,2134,807.0
A Song For You,Donny Hathaway,7Sep1:00pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-07 13:00:00.000000,2019-09-07,46800,13,7,5,1,5463,1,1,13.0,5.0,1,1,1,1,1.0,1.0,3519,807.0
Safe Now,Henry Jackman,5Sep2:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-05 14:47:00.000000,2019-09-05,53220,14,5,3,0,85443,487,319,15.316614420062695,2.1786833855799372,41,487,13,319,0.6550308008213552,0.6550308008213552,1,3.0
Recurring Memory,Robin Bennich,4Sep7:46pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:46:00.000000,2019-09-04,71160,19,4,2,0,67503,34,6,17.166666666666668,2.1666666666666665,1,34,5,15,0.4411764705882353,0.17647058823529413,482,78.0
Silvergrass,Keypling,4Sep7:37pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:37:00.000000,2019-09-04,70620,19,4,2,0,68043,5,5,11.4,2.2,0,5,1,5,1.0,1.0,535,310.0
Novalja,Medéa Bokor,4Sep7:35pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:35:00.000000,2019-09-04,70500,19,4,2,0,68163,3,1,19.0,2.0,0,3,2,2,0.6666666666666666,0.3333333333333333,2397,434.0
Pense à moi,Romaine LaGrande,4Sep7:29pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:29:00.000000,2019-09-04,70140,19,4,2,0,68523,2,2,9.5,3.0,0,2,1,2,1.0,1.0,1639,560.0
Separation,Emilie Levienaise-Farrouch,4Sep7:26pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:26:00.000000,2019-09-04,69960,19,4,2,0,68703,3,3,17.666666666666668,1.6666666666666667,0,3,1,3,1.0,1.0,1010,434.0
Cerulean,Roman Nadler,4Sep7:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:17:00.000000,2019-09-04,69420,19,4,2,0,69243,7,7,16.714285714285715,2.2857142857142856,1,7,1,7,1.0,1.0,401,252.0
Stratosphere,Noel Aspensen,4Sep7:14pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:14:00.000000,2019-09-04,69240,19,4,2,0,69423,11,3,10.333333333333334,2.6666666666666665,0,11,2,8,0.7272727272727273,0.2727272727272727,1132,175.0
The Great Plains Hymn,Charles Bolt,4Sep7:10pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:10:00.000000,2019-09-04,69000,19,4,2,0,69663,14,5,18.4,1.6,0,14,4,6,0.42857142857142855,0.35714285714285715,607,152.0
Finding It There,Goldmund,4Sep7:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:09:00.000000,2019-09-04,68940,19,4,2,0,69723,8,2,19.0,3.0,0,8,4,4,0.5,0.25,1561,230.0
Desert Parade,Rand Aldo,4Sep7:07pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:07:00.000000,2019-09-04,68820,19,4,2,0,69843,11,6,16.666666666666668,2.1666666666666665,1,11,5,6,0.5454545454545454,0.5454545454545454,507,175.0
Laajoki,Elsa Enestam,4Sep7:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:03:00.000000,2019-09-04,68580,19,4,2,0,70083,4,4,17.75,2.5,1,4,1,4,1.0,1.0,798,369.0
A Simple Little Lullaby,Eamonn Watt,4Sep7:00pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 19:00:00.000000,2019-09-04,68400,19,4,2,0,70263,2,2,19.5,1.5,0,2,1,2,1.0,1.0,1788,560.0
Windswept,Aimee Fleur,4Sep6:55pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 18:55:00.000000,2019-09-04,68100,18,4,2,0,70563,4,4,18.25,2.5,1,4,1,4,1.0,1.0,774,369.0
Future Coda,Luke Howard,4Sep6:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 18:47:00.000000,2019-09-04,67620,18,4,2,0,71043,7,1,18.0,2.0,0,7,4,3,0.42857142857142855,0.14285714285714285,4105,252.0
Amungen,Harry Bergqvist,4Sep6:44pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 18:44:00.000000,2019-09-04,67440,18,4,2,0,71223,4,4,18.0,2.5,1,4,1,4,1.0,1.0,825,369.0
Leon,Daniel Daecher,4Sep6:41pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-04 18:41:00.000000,2019-09-04,67260,18,4,2,0,71403,6,6,15.666666666666666,1.6666666666666667,0,6,1,6,1.0,1.0,465,278.0
Mercy,Max Richter,3Sep10:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-03 22:34:00.000000,2019-09-03,81240,22,3,1,0,57423,225,1,22.0,1.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3698,4.0
The Secret Piano,Alexis Ffrench,3Sep10:23pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-03 22:23:00.000000,2019-09-03,80580,22,3,1,0,58083,144,1,22.0,1.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3798,15.0
Music Box,Alexis Ffrench,3Sep10:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-03 22:18:00.000000,2019-09-03,80280,22,3,1,0,58383,144,2,17.0,1.5,0,144,111,10,0.06944444444444445,0.013888888888888888,1944,15.0
Remember,Alexis Ffrench,3Sep10:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-03 22:17:00.000000,2019-09-03,80220,22,3,1,0,58443,144,2,18.0,1.5,0,144,111,10,0.06944444444444445,0.013888888888888888,1849,15.0
Awakening,Alexis Ffrench,3Sep10:10pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-03 22:10:00.000000,2019-09-03,79800,22,3,1,0,58863,144,2,17.0,1.5,0,144,111,10,0.06944444444444445,0.013888888888888888,1763,15.0
Whispering Fields,Alexis Ffrench,3Sep10:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-03 22:03:00.000000,2019-09-03,79380,22,3,1,0,59283,144,2,18.0,1.5,0,144,111,10,0.06944444444444445,0.013888888888888888,1845,15.0
Bullet With a Name,Nonpoint,2Sep11:26pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 23:26:00.000000,2019-09-02,84360,23,2,0,0,54303,2,1,23.0,0.0,0,2,2,1,0.5,0.5,4037,560.0
Satellite,Rise Against,2Sep11:22pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 23:22:00.000000,2019-09-02,84120,23,2,0,0,54543,5,1,23.0,0.0,0,5,4,2,0.4,0.2,3071,310.0
Sleep Now in the Fire,Rage Against the Machine,2Sep11:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 23:19:00.000000,2019-09-02,83940,23,2,0,0,54723,3,1,23.0,0.0,0,3,3,1,0.3333333333333333,0.3333333333333333,4040,434.0
Trusty Chords,Hot Water Music,2Sep11:16pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 23:16:00.000000,2019-09-02,83760,23,2,0,0,54903,1,1,23.0,0.0,0,1,1,1,1.0,1.0,2382,807.0
OUT FOR BLOOD,Sum 41,2Sep11:12pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 23:12:00.000000,2019-09-02,83520,23,2,0,0,55143,3,1,23.0,0.0,0,3,3,1,0.3333333333333333,0.3333333333333333,2930,434.0
Breathing,Yellowcard,2Sep11:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 23:05:00.000000,2019-09-02,83100,23,2,0,0,55563,1,1,23.0,0.0,0,1,1,1,1.0,1.0,4062,807.0
Keelhauled,Alestorm,2Sep11:01pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 23:01:00.000000,2019-09-02,82860,23,2,0,0,55803,1,1,23.0,0.0,0,1,1,1,1.0,1.0,3129,807.0
I Will Be Heard,Hatebreed,2Sep10:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:58:00.000000,2019-09-02,82680,22,2,0,0,55983,1,1,22.0,0.0,0,1,1,1,1.0,1.0,2825,807.0
In The Air Tonight,Nonpoint,2Sep10:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:54:00.000000,2019-09-02,82440,22,2,0,0,56223,2,1,22.0,0.0,0,2,2,1,0.5,0.5,4038,560.0
Breaking Me Down,Soil,2Sep10:51pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:51:00.000000,2019-09-02,82260,22,2,0,0,56403,1,1,22.0,0.0,0,1,1,1,1.0,1.0,4056,807.0
The Everlasting Gaze,The Smashing Pumpkins,2Sep10:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:47:00.000000,2019-09-02,82020,22,2,0,0,56643,1,1,22.0,0.0,0,1,1,1,1.0,1.0,2642,807.0
Do The Paranoid Style,Bad Religion,2Sep10:38pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:38:00.000000,2019-09-02,81480,22,2,0,0,57183,53,1,22.0,0.0,0,53,7,18,0.33962264150943394,0.018867924528301886,3144,59.0
Open Your Eyes,Guano Apes,2Sep10:35pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:35:00.000000,2019-09-02,81300,22,2,0,0,57363,2,1,22.0,0.0,0,2,2,1,0.5,0.5,4178,560.0
Falling Apart,Zebrahead,2Sep10:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:32:00.000000,2019-09-02,81120,22,2,0,0,57543,1,1,22.0,0.0,0,1,1,1,1.0,1.0,2175,807.0
Nobody,Skindred,2Sep10:28pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:28:00.000000,2019-09-02,80880,22,2,0,0,57783,1,1,22.0,0.0,0,1,1,1,1.0,1.0,2393,807.0
Go With the Flow,Queens of the Stone Age,2Sep10:25pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:25:00.000000,2019-09-02,80700,22,2,0,0,57963,2,1,22.0,0.0,0,2,2,1,0.5,0.5,2871,560.0
The Kids Are Alt,Bad Religion,2Sep10:22pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:22:00.000000,2019-09-02,80520,22,2,0,0,58143,53,1,22.0,0.0,0,53,7,18,0.33962264150943394,0.018867924528301886,2121,59.0
Worth Dying For,Rise Against,2Sep10:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:19:00.000000,2019-09-02,80340,22,2,0,0,58323,5,1,22.0,0.0,0,5,4,2,0.4,0.2,3072,310.0
Bullet in the Head,Rage Against the Machine,2Sep10:14pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:14:00.000000,2019-09-02,80040,22,2,0,0,58623,3,1,22.0,0.0,0,3,3,1,0.3333333333333333,0.3333333333333333,4039,434.0
Bleed American,Jimmy Eat World,2Sep10:11pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:11:00.000000,2019-09-02,79860,22,2,0,0,58803,2,1,22.0,0.0,0,2,2,1,0.5,0.5,4158,560.0
End of the World,The Living End,2Sep10:07pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:07:00.000000,2019-09-02,79620,22,2,0,0,59043,1,1,22.0,0.0,0,1,1,1,1.0,1.0,2149,807.0
The Three of Us,Streetlight Manifesto,2Sep10:02pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 22:02:00.000000,2019-09-02,79320,22,2,0,0,59343,1,1,22.0,0.0,0,1,1,1,1.0,1.0,2620,807.0
Elektra,Refused,2Sep9:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:58:00.000000,2019-09-02,79080,21,2,0,0,59583,2,1,21.0,0.0,0,2,2,1,0.5,0.5,2225,560.0
Dear Coach's Corner,Propagandhi,2Sep9:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:54:00.000000,2019-09-02,78840,21,2,0,0,59823,2,1,21.0,0.0,0,2,2,1,0.5,0.5,4274,560.0
Bad Blood ,Ministry,2Sep9:48pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:48:00.000000,2019-09-02,78480,21,2,0,0,60183,1,1,21.0,0.0,0,1,1,1,1.0,1.0,4708,807.0
The State of Massachusetts,Dropkick Murphys,2Sep9:44pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:44:00.000000,2019-09-02,78240,21,2,0,0,60423,2,1,21.0,0.0,0,2,2,1,0.5,0.5,2791,560.0
Fear of the Dark ,Iron Maiden,2Sep9:37pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:37:00.000000,2019-09-02,77820,21,2,0,0,60843,1,1,21.0,0.0,0,1,1,1,1.0,1.0,2308,807.0
May 16,Lagwagon,2Sep9:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:34:00.000000,2019-09-02,77640,21,2,0,0,61023,1,1,21.0,0.0,0,1,1,1,1.0,1.0,2473,807.0
Re,Rise Against,2Sep9:30pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:30:00.000000,2019-09-02,77400,21,2,0,0,61263,5,1,21.0,0.0,0,5,4,2,0.4,0.2,3070,310.0
New Noise,Refused,2Sep9:25pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:25:00.000000,2019-09-02,77100,21,2,0,0,61563,2,1,21.0,0.0,0,2,2,1,0.5,0.5,2227,560.0
Anarchy in the U.K.,Sex Pistols,2Sep9:21pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:21:00.000000,2019-09-02,76860,21,2,0,0,61803,1,1,21.0,0.0,0,1,1,1,1.0,1.0,4479,807.0
Bruises,Ünloco,2Sep9:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:19:00.000000,2019-09-02,76740,21,2,0,0,61923,1,1,21.0,0.0,0,1,1,1,1.0,1.0,4028,807.0
Viking Death March,Billy Talent,2Sep9:15pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:15:00.000000,2019-09-02,76500,21,2,0,0,62163,1,1,21.0,0.0,0,1,1,1,1.0,1.0,2504,807.0
Injection,Rise Against,2Sep9:11pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:11:00.000000,2019-09-02,76260,21,2,0,0,62403,5,2,21.5,0.0,0,5,4,2,0.4,0.4,2087,310.0
Eleanor Rigby,Godhead,2Sep9:08pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:08:00.000000,2019-09-02,76080,21,2,0,0,62583,1,1,21.0,0.0,0,1,1,1,1.0,1.0,2262,807.0
Fields Of Agony,No Use for a Name,2Sep9:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:05:00.000000,2019-09-02,75900,21,2,0,0,62763,1,1,21.0,0.0,0,1,1,1,1.0,1.0,2239,807.0
Fight,Unwritten Law,2Sep9:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 21:03:00.000000,2019-09-02,75780,21,2,0,0,62883,1,1,21.0,0.0,0,1,1,1,1.0,1.0,2240,807.0
Joker and the Thief,Wolfmother,2Sep8:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:58:00.000000,2019-09-02,75480,20,2,0,0,63183,1,1,20.0,0.0,0,1,1,1,1.0,1.0,3050,807.0
Victory Lap,Propagandhi,2Sep8:55pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:55:00.000000,2019-09-02,75300,20,2,0,0,63363,2,1,20.0,0.0,0,2,2,1,0.5,0.5,4275,560.0
The Profane Rights Of Man,Bad Religion,2Sep8:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:53:00.000000,2019-09-02,75180,20,2,0,0,63483,53,1,20.0,0.0,0,53,7,18,0.33962264150943394,0.018867924528301886,2129,59.0
I Don't Care Anymore (Acoustic),Hellyeah,2Sep8:49pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:49:00.000000,2019-09-02,74940,20,2,0,0,63723,1,1,20.0,0.0,0,1,1,1,1.0,1.0,2763,807.0
Hate To Say I Told You So,The Hives,2Sep8:45pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:45:00.000000,2019-09-02,74700,20,2,0,0,63963,1,1,20.0,0.0,0,1,1,1,1.0,1.0,2923,807.0
Me vs. Me,4Lyn,2Sep8:42pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:42:00.000000,2019-09-02,74520,20,2,0,0,64143,1,1,20.0,0.0,0,1,1,1,1.0,1.0,2477,807.0
Empty Walls,Serj Tankian,2Sep8:38pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:38:00.000000,2019-09-02,74280,20,2,0,0,64383,1,1,20.0,0.0,0,1,1,1,1.0,1.0,2202,807.0
I'm Shipping Up to Boston,Dropkick Murphys,2Sep8:35pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:35:00.000000,2019-09-02,74100,20,2,0,0,64563,2,1,20.0,0.0,0,2,2,1,0.5,0.5,2814,560.0
Big in Japan,Guano Apes,2Sep8:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:32:00.000000,2019-09-02,73920,20,2,0,0,64743,2,1,20.0,0.0,0,2,2,1,0.5,0.5,4177,560.0
Letter From Iraq,The Bouncing Souls,2Sep8:29pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:29:00.000000,2019-09-02,73740,20,2,0,0,64923,1,1,20.0,0.0,0,1,1,1,1.0,1.0,2954,807.0
Ready To Die,Andrew W.K.,2Sep8:27pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:27:00.000000,2019-09-02,73620,20,2,0,0,65043,1,1,20.0,0.0,0,1,1,1,1.0,1.0,2648,807.0
Wake Up,Rage Against the Machine,2Sep8:20pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:20:00.000000,2019-09-02,73200,20,2,0,0,65463,3,1,20.0,0.0,0,3,3,1,0.3333333333333333,0.3333333333333333,4041,434.0
Torn Apart,Stabbing Westward,2Sep8:16pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:16:00.000000,2019-09-02,72960,20,2,0,0,65703,1,1,20.0,0.0,0,1,1,1,1.0,1.0,2676,807.0
Holiday in Cambodia,Dead Kennedys,2Sep8:11pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:11:00.000000,2019-09-02,72660,20,2,0,0,66003,1,1,20.0,0.0,0,1,1,1,1.0,1.0,2782,807.0
Waiting Room,Fugazi,2Sep8:08pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:08:00.000000,2019-09-02,72480,20,2,0,0,66183,1,1,20.0,0.0,0,1,1,1,1.0,1.0,3029,807.0
Born Too Slow,The Crystal Method,2Sep8:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:05:00.000000,2019-09-02,72300,20,2,0,0,66363,1,1,20.0,0.0,0,1,1,1,1.0,1.0,3989,807.0
Lie,Black Light Burns,2Sep8:01pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 20:01:00.000000,2019-09-02,72060,20,2,0,0,66603,1,1,20.0,0.0,0,1,1,1,1.0,1.0,2955,807.0
If You Want To,Travis Barker,2Sep7:57pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 19:57:00.000000,2019-09-02,71820,19,2,0,0,66843,2,2,20.5,0.0,0,2,1,2,1.0,1.0,1409,560.0
Message in a Bottle,Machine Head,2Sep7:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 19:53:00.000000,2019-09-02,71580,19,2,0,0,67083,2,2,21.0,0.0,0,2,1,2,1.0,1.0,1390,560.0
Welcome To The Fold,Filter,2Sep7:46pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 19:46:00.000000,2019-09-02,71160,19,2,0,0,67503,1,1,19.0,0.0,0,1,1,1,1.0,1.0,2941,807.0
Reload,Rob Zombie,2Sep7:41pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 19:41:00.000000,2019-09-02,70860,19,2,0,0,67803,1,1,19.0,0.0,0,1,1,1,1.0,1.0,2653,807.0
Wild International,One Day as a Lion,2Sep7:37pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 19:37:00.000000,2019-09-02,70620,19,2,0,0,68043,1,1,19.0,0.0,0,1,1,1,1.0,1.0,3074,807.0
SOS,Millencolin,2Sep7:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 19:32:00.000000,2019-09-02,70320,19,2,0,0,68343,1,1,19.0,0.0,0,1,1,1,1.0,1.0,2670,807.0
"Petit a petit, l’oiseau fait son nid",Claire Pinette,2Sep6:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 18:56:00.000000,2019-09-02,68160,18,2,0,0,70503,1,1,18.0,0.0,0,1,1,1,1.0,1.0,2452,807.0
Akureyri,Petra Birgisdóttir,2Sep6:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 18:54:00.000000,2019-09-02,68040,18,2,0,0,70623,3,3,10.0,2.0,0,3,1,3,1.0,1.0,1004,434.0
Scarlet,Antonella Schiavone,2Sep6:50pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 18:50:00.000000,2019-09-02,67800,18,2,0,0,70863,1,1,18.0,0.0,0,1,1,1,1.0,1.0,2731,807.0
Progress,Ever So Blue,2Sep6:48pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 18:48:00.000000,2019-09-02,67680,18,2,0,0,70983,15,8,15.625,2.0,1,15,2,8,0.5333333333333333,0.5333333333333333,340,145.0
Stopping Time,Pierre Koenigs,2Sep6:38pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-02 18:38:00.000000,2019-09-02,67080,18,2,0,0,71583,10,8,15.75,1.625,1,10,2,8,0.8,0.8,306,188.0
