song,artist,username,total_plays,time_since_play,avg_play_hour,avg_play_day,total_weekend_plays,total_artist_plays,artist_distinct_songs,artist_max_song_count,artist_max_song_percent,percent_of_artist_play,song_rank,artist_rank
Highly Evolved,The Vines,rosiedempsey93,1,81828,15.0,3.0,0,1,1,1,1.0,1.0,1183,428.0
Himalaya,Joseph McGrahl,COKUNUBI,1,30423,6.0,6.0,1,1,1,1,1.0,1.0,2772,807.0
Hit Me With Your Best Shot,Pat Benatar,rosiedempsey93,2,69888,16.0,1.5,0,2,1,2,1.0,1.0,846,348.0
Hiányérzet,Lôrinc Tzigane,COKUNUBI,4,69063,17.0,1.75,0,4,1,4,1.0,1.0,839,369.0
Hobo Humpin' Slobo Babe,Whale,rosiedempsey93,2,22128,11.0,2.5,0,2,1,2,1.0,1.0,845,348.0
Hold On,Pusha T,COKUNUBI,3,75183,12.333333333333334,3.0,1,9,5,3,0.3333333333333333,0.3333333333333333,1172,207.0
Intro,Pusha T,COKUNUBI,1,17583,9.0,1.0,0,9,5,3,0.3333333333333333,0.1111111111111111,2773,207.0
M.P.A.,Pusha T,COKUNUBI,3,83463,8.666666666666666,3.3333333333333335,1,9,5,3,0.3333333333333333,0.3333333333333333,1171,207.0
Santeria,Pusha T,COKUNUBI,1,44043,2.0,5.0,1,9,5,3,0.3333333333333333,0.1111111111111111,2774,207.0
Sunshine,Pusha T,COKUNUBI,1,57123,22.0,2.0,0,9,5,3,0.3333333333333333,0.1111111111111111,2775,207.0
Hold On ,Skepta,COKUNUBI,1,53823,23.0,2.0,0,5,3,3,0.6,0.2,2776,310.0
Shutdown,Skepta,COKUNUBI,1,60543,21.0,2.0,0,5,3,3,0.6,0.2,2777,310.0
That's Not Me,Skepta,COKUNUBI,3,83643,18.0,4.333333333333333,1,5,3,3,0.6,0.6,1169,310.0
"Hold On, I'm Comin'",Sam & Dave,COKUNUBI,1,68703,19.0,3.0,0,1,1,1,1.0,1.0,2778,807.0
Hold You in My Arms,Ray LaMontagne,COKUNUBI,1,35163,4.0,5.0,1,1,1,1,1.0,1.0,2779,807.0
Hold Your Head Up,Argent,COKUNUBI,1,13443,10.0,0.0,0,1,1,1,1.0,1.0,2780,807.0
Hold the Line,Toto,COKUNUBI,2,64503,16.0,5.5,2,2,1,2,1.0,1.0,1322,560.0
Holiday in Cambodia,Dead Kennedys,COKUNUBI,1,66003,20.0,0.0,0,1,1,1,1.0,1.0,2782,807.0
Holiday on the Moon,Love And Rockets,rosiedempsey93,1,23028,8.0,4.0,0,17,3,14,0.8235294117647058,0.058823529411764705,1185,81.0
Kundalini Express,Love And Rockets,rosiedempsey93,14,86328,14.214285714285714,2.5,2,17,3,14,0.8235294117647058,0.8235294117647058,33,81.0
So Alive,Love And Rockets,rosiedempsey93,2,70248,14.0,3.5,0,17,3,14,0.8235294117647058,0.11764705882352941,718,81.0
"Holland, 1945",Neutral Milk Hotel,rosiedempsey93,2,84468,11.5,2.5,0,2,1,2,1.0,1.0,719,348.0
Homebound,Oscar Sundberg,COKUNUBI,2,44583,2.0,4.5,1,2,1,2,1.0,1.0,1324,560.0
Honey White,Morphine,rosiedempsey93,2,73428,13.5,3.0,0,2,1,2,1.0,1.0,717,348.0
Hong Kong Garden,Siouxsie and the Banshees,COKUNUBI,1,70323,18.0,1.0,0,2,2,1,0.5,0.5,2784,560.0
Spellbound,Siouxsie and the Banshees,COKUNUBI,1,70143,19.0,1.0,0,2,2,1,0.5,0.5,2786,560.0
Hooked On A Feeling,Björn Skifs,COKUNUBI,3,69243,14.333333333333334,3.6666666666666665,2,3,1,3,1.0,1.0,1162,434.0
Hooked on a Feeling,Blue Swede,COKUNUBI,1,78063,16.0,6.0,1,1,1,1,1.0,1.0,2787,807.0
Hooked on a Feeling,Blue Swede,rosiedempsey93,1,56688,22.0,0.0,0,1,1,1,1.0,1.0,1186,428.0
Hope,Blood Orange,COKUNUBI,1,51843,0.0,4.0,0,1,1,1,1.0,1.0,2788,807.0
Hope,James Spiteri,COKUNUBI,1,76563,17.0,0.0,0,1,1,1,1.0,1.0,2789,807.0
Hope You’re Happy,Emeryld,COKUNUBI,4,84903,13.75,3.5,0,4,1,4,1.0,1.0,803,369.0
Hopeless ,Dionne Farris,COKUNUBI,1,12243,11.0,0.0,0,1,1,1,1.0,1.0,2766,807.0
Hopes and Dreams,Emmanuelle Rimbaud,COKUNUBI,1,75183,17.0,0.0,0,1,1,1,1.0,1.0,2764,807.0
Hot Air Balloons,Tank and the Bangas,COKUNUBI,1,20343,8.0,4.0,0,1,1,1,1.0,1.0,2745,807.0
Hot Kiss,Juliette and the Licks,rosiedempsey93,1,348,14.0,0.0,0,1,1,1,1.0,1.0,1182,428.0
Hotel California ,Eagles,COKUNUBI,1,60903,21.0,6.0,1,1,1,1,1.0,1.0,2746,807.0
Hou je nog van mij?,Bionda van der Ham,COKUNUBI,2,63303,20.5,1.0,0,2,1,2,1.0,1.0,1308,560.0
Hounds Of Love,The Futureheads,rosiedempsey93,4,82368,18.25,3.25,1,5,2,4,0.8,0.8,449,215.0
The Beginning of the Twist,The Futureheads,rosiedempsey93,1,19308,9.0,2.0,0,5,2,4,0.8,0.2,1173,215.0
House of Cards Main Title Theme,Jeff Beal,COKUNUBI,1,12363,11.0,3.0,0,9,5,4,0.4444444444444444,0.1111111111111111,2747,207.0
I Know What I Have to Do,Jeff Beal,COKUNUBI,2,83283,13.0,3.0,0,9,5,4,0.4444444444444444,0.2222222222222222,1314,207.0
One Bite at a Time,Jeff Beal,COKUNUBI,1,85083,14.0,3.0,0,9,5,4,0.4444444444444444,0.1111111111111111,2748,207.0
Perfectly Timed Exit,Jeff Beal,COKUNUBI,4,82623,16.5,0.75,0,9,5,4,0.4444444444444444,0.4444444444444444,809,207.0
Zoe Fired,Jeff Beal,COKUNUBI,1,7803,12.0,3.0,0,9,5,4,0.4444444444444444,0.1111111111111111,2749,207.0
Houseplants,Squid,COKUNUBI,2,19263,11.5,3.0,0,2,1,2,1.0,1.0,1354,560.0
How Long Will I Love You ,Ellie Goulding,COKUNUBI,1,31743,5.0,5.0,1,1,1,1,1.0,1.0,2750,807.0
How You Remind Me,Nickelback,rosiedempsey93,1,40488,3.0,5.0,1,1,1,1,1.0,1.0,1174,428.0
Hrepenenje,Jani Lechleiter,COKUNUBI,3,65703,16.666666666666668,1.3333333333333333,0,3,1,3,1.0,1.0,1177,434.0
Human ,Jon Bellion,COKUNUBI,1,78423,16.0,4.0,0,1,1,1,1.0,1.0,2753,807.0
Hundred Mile High City,Ocean Colour Scene,rosiedempsey93,1,85608,14.0,2.0,0,1,1,1,1.0,1.0,1175,428.0
"Hungarian Dances, WoO 1: No. 4 in F",Johannes Brahms,COKUNUBI,1,79200,16.0,2.0,0,2,2,1,0.5,0.5,2754,560.0
"Mondnacht, WoO 21",Johannes Brahms,COKUNUBI,1,67083,19.0,6.0,1,2,2,1,0.5,0.5,2755,560.0
Hungry Like the Wolf ,Duran Duran,rosiedempsey93,7,79488,13.0,2.142857142857143,0,7,1,7,1.0,1.0,145,168.0
Hurting Each Other,Marc Moreland,rosiedempsey93,1,14028,10.0,1.0,0,1,1,1,1.0,1.0,1176,428.0
Hush ,Deep Purple,rosiedempsey93,10,81528,13.1,2.2,1,11,2,10,0.9090909090909091,0.9090909090909091,70,118.0
Kentucky Woman ,Deep Purple,rosiedempsey93,1,76608,17.0,3.0,0,11,2,10,0.9090909090909091,0.09090909090909091,1177,118.0
Hush Now,John Jefferson,COKUNUBI,2,44103,2.0,4.5,1,2,1,2,1.0,1.0,1352,560.0
Hybrid Moments,Misfits,rosiedempsey93,7,83628,15.857142857142858,1.5714285714285714,0,17,4,7,0.4117647058823529,0.4117647058823529,148,81.0
Last Caress,Misfits,rosiedempsey93,3,79428,14.0,3.6666666666666665,0,17,4,7,0.4117647058823529,0.17647058823529413,656,81.0
Teenagers From Mars,Misfits,rosiedempsey93,5,77148,14.2,1.4,0,17,4,7,0.4117647058823529,0.29411764705882354,340,81.0
Where Eagles Dare,Misfits,rosiedempsey93,2,21288,8.5,2.5,0,17,4,7,0.4117647058823529,0.11764705882352941,721,81.0
Hymn To Spring,Edward Elysseus,COKUNUBI,1,62103,21.0,2.0,0,1,1,1,1.0,1.0,2757,807.0
I Ain't Ever Loved No One ,Donovan Woods,COKUNUBI,1,35823,4.0,5.0,1,1,1,1,1.0,1.0,2758,807.0
I Alone,Live,rosiedempsey93,8,84828,13.75,2.625,1,8,1,8,1.0,1.0,105,150.0
I Am Africa,Clark Johnsen,COKUNUBI,1,18303,9.0,4.0,0,1,1,1,1.0,1.0,2759,807.0
I Am That I Am,Peter Tosh,COKUNUBI,1,33003,5.0,2.0,0,1,1,1,1.0,1.0,2760,807.0
I Am The Black Gold Of The Sun,Rotary Connection,COKUNUBI,1,14043,10.0,2.0,0,1,1,1,1.0,1.0,2761,807.0
I Am The Fly ,Wire,rosiedempsey93,4,83868,15.0,4.0,1,8,2,4,0.5,0.5,365,150.0
Outdoor Miner ,Wire,rosiedempsey93,4,78108,15.25,1.0,0,8,2,4,0.5,0.5,382,150.0
I Am the Mob,Catatonia,rosiedempsey93,5,82308,12.4,2.2,1,7,2,5,0.7142857142857143,0.7142857142857143,346,168.0
Road Rage,Catatonia,rosiedempsey93,2,59568,15.0,1.0,0,7,2,5,0.7142857142857143,0.2857142857142857,716,168.0
I Am the Resurrection ,The Stone Roses,rosiedempsey93,3,76608,13.333333333333334,4.0,2,15,8,3,0.2,0.2,653,93.0
I Wanna Be Adored ,The Stone Roses,rosiedempsey93,1,13548,10.0,1.0,0,15,8,3,0.2,0.06666666666666667,1178,93.0
Love Spreads,The Stone Roses,rosiedempsey93,1,82548,15.0,3.0,0,15,8,3,0.2,0.06666666666666667,1179,93.0
Sally Cinnamon ,The Stone Roses,rosiedempsey93,1,64008,20.0,5.0,1,15,8,3,0.2,0.06666666666666667,1180,93.0
She Bangs The Drums ,The Stone Roses,rosiedempsey93,3,76968,18.666666666666668,3.0,1,15,8,3,0.2,0.2,652,93.0
Shoot You Down ,The Stone Roses,rosiedempsey93,2,70488,18.5,2.0,0,15,8,3,0.2,0.13333333333333333,707,93.0
Ten Storey Love Song,The Stone Roses,rosiedempsey93,3,78768,14.666666666666666,3.0,1,15,8,3,0.2,0.2,651,93.0
Waterfall ,The Stone Roses,rosiedempsey93,1,65148,20.0,5.0,1,15,8,3,0.2,0.06666666666666667,1181,93.0
I Can See Clearly Now ,Johnny Nash,COKUNUBI,5,78243,15.2,4.4,4,5,1,5,1.0,1.0,674,310.0
I Can't Quit You Baby,Otis Rush,COKUNUBI,1,71283,18.0,1.0,0,1,1,1,1.0,1.0,2762,807.0
I Don't Care Anymore (Acoustic),Hellyeah,COKUNUBI,1,63723,20.0,0.0,0,1,1,1,1.0,1.0,2763,807.0
I Don't Think Much About Her No More,Mickey Newbury,rosiedempsey93,1,65988,20.0,0.0,0,1,1,1,1.0,1.0,1187,428.0
I Don't Wanna Hear It,Minor Threat,rosiedempsey93,4,74988,11.5,1.75,1,4,1,4,1.0,1.0,384,255.0
I Don't Wanna Know (feat. Enya & P. Diddy) ,Mario Winans,COKUNUBI,2,62403,15.0,3.0,0,2,1,2,1.0,1.0,1296,560.0
I Feel the Earth Move,Carole King,COKUNUBI,4,76023,15.0,4.0,3,8,3,4,0.5,0.5,727,230.0
It's Too Late,Carole King,COKUNUBI,3,62643,11.333333333333334,3.6666666666666665,2,8,3,4,0.5,0.375,1133,230.0
Where You Lead,Carole King,COKUNUBI,1,55023,23.0,6.0,1,8,3,4,0.5,0.125,2765,230.0
I Fought the Law,The Bobby Fuller Four,rosiedempsey93,1,79608,16.0,5.0,1,1,1,1,1.0,1.0,1188,428.0
I Get the Sweetest Feeling,Jackie Wilson,COKUNUBI,1,54483,23.0,4.0,0,1,1,1,1.0,1.0,2815,807.0
I Had Too Much To Dream (Last Night),The Electric Prunes,rosiedempsey93,1,78588,16.0,5.0,1,1,1,1,1.0,1.0,1195,428.0
I Just Can't Wait to Be King,JD McCrary,COKUNUBI,1,11343,11.0,1.0,0,1,1,1,1.0,1.0,2817,807.0
I Juswanna Chill,Large Professor,COKUNUBI,1,77823,16.0,3.0,0,1,1,1,1.0,1.0,2818,807.0
I Know There's An Answer ,The Beach Boys,rosiedempsey93,5,71328,13.0,1.8,0,6,2,5,0.8333333333333334,0.8333333333333334,353,191.0
"Sail On, Sailor ",The Beach Boys,rosiedempsey93,1,15768,10.0,0.0,0,6,2,5,0.8333333333333334,0.16666666666666666,1196,191.0
I Like Me Better ,Lauv,COKUNUBI,1,32763,5.0,5.0,1,1,1,1,1.0,1.0,2819,807.0
I Love Livin' in the City,Fear,rosiedempsey93,1,22428,8.0,4.0,0,1,1,1,1.0,1.0,1197,428.0
I Ran (So Far Away),A Flock of Seagulls,COKUNUBI,2,78423,16.5,0.0,0,2,1,2,1.0,1.0,1447,560.0
I Shall Love 2,Julia Holter,COKUNUBI,1,80583,16.0,5.0,1,1,1,1,1.0,1.0,2820,807.0
I Started Loving You Again,Stonewall Jackson,rosiedempsey93,2,65328,16.5,4.0,0,2,1,2,1.0,1.0,761,348.0
I Think I ll Just Stay Here And Drink,Merle Haggard,rosiedempsey93,1,73128,18.0,4.0,0,3,2,2,0.6666666666666666,0.3333333333333333,1198,296.0
Pancho and Lefty,Merle Haggard,rosiedempsey93,2,15108,11.5,3.5,0,3,2,2,0.6666666666666666,0.6666666666666666,762,296.0
I Waited for You,Aaron Zigman,COKUNUBI,4,81843,15.75,1.75,0,7,3,4,0.5714285714285714,0.5714285714285714,724,252.0
Steve's Theme,Aaron Zigman,COKUNUBI,2,84723,11.5,2.0,0,7,3,4,0.5714285714285714,0.2857142857142857,1425,252.0
Taylor & Anna,Aaron Zigman,COKUNUBI,1,8403,12.0,0.0,0,7,3,4,0.5714285714285714,0.14285714285714285,2821,252.0
I Wanna Be Adored ,The Stone Roses,COKUNUBI,1,53103,23.0,4.0,0,1,1,1,1.0,1.0,2822,807.0
I Wanna Be Your Dog,The Stooges,rosiedempsey93,5,80448,15.6,2.6,2,9,3,5,0.5555555555555556,0.5555555555555556,342,141.0
No Fun,The Stooges,rosiedempsey93,2,80508,16.5,2.5,1,9,3,5,0.5555555555555556,0.2222222222222222,767,141.0
Search & Destroy ,The Stooges,rosiedempsey93,2,70668,15.0,3.0,1,9,3,5,0.5555555555555556,0.2222222222222222,768,141.0
I Want You Back,The Jackson 5,COKUNUBI,1,53703,23.0,4.0,0,2,2,1,0.5,0.5,2823,560.0
I'll Be There,The Jackson 5,COKUNUBI,1,52143,0.0,5.0,1,2,2,1,0.5,0.5,2824,560.0
I Will Be Heard,Hatebreed,COKUNUBI,1,55983,22.0,0.0,0,1,1,1,1.0,1.0,2825,807.0
I Will Buy You A New Life,Everclear,rosiedempsey93,3,19368,11.666666666666666,3.6666666666666665,0,3,1,3,1.0,1.0,619,296.0
I Will Follow You Into The Dark,Death Cab for Cutie,COKUNUBI,1,34563,4.0,5.0,1,1,1,1,1.0,1.0,2826,807.0
I Will Spend My Whole Life Loving You,Imaginary Future,COKUNUBI,1,38883,3.0,5.0,1,1,1,1,1.0,1.0,2827,807.0
I Wish It Would Never Stop Snowing,Sleepy Fish,COKUNUBI,1,74163,17.0,5.0,1,1,1,1,1.0,1.0,2828,807.0
I Wish You Were Here,Alpha Blondy,COKUNUBI,1,32403,5.0,2.0,0,1,1,1,1.0,1.0,2829,807.0
"I Wish, I Wish",Yusuf / Cat Stevens,COKUNUBI,3,85983,17.0,3.3333333333333335,1,3,1,3,1.0,1.0,1122,434.0
I Won't Be Found,The Tallest Man on Earth,COKUNUBI,2,81843,13.5,1.0,0,3,2,2,0.6666666666666666,0.6666666666666666,1466,434.0
The Gardener,The Tallest Man on Earth,COKUNUBI,1,6363,12.0,1.0,0,3,2,2,0.6666666666666666,0.3333333333333333,2830,434.0
I Won't Give Up,Jason Mraz,COKUNUBI,1,24963,7.0,5.0,1,3,3,1,0.3333333333333333,0.3333333333333333,2831,434.0
I'm Yours,Jason Mraz,COKUNUBI,1,21963,8.0,5.0,1,3,3,1,0.3333333333333333,0.3333333333333333,2832,434.0
Lucky,Jason Mraz,COKUNUBI,1,23763,7.0,5.0,1,3,3,1,0.3333333333333333,0.3333333333333333,2833,434.0
I Won't Hurt You,The West Coast Pop Art Experimental Band,COKUNUBI,2,62883,21.0,3.5,1,2,1,2,1.0,1.0,1456,560.0
I Write Sins Not Tragedies,Panic! at the Disco,rosiedempsey93,1,14808,10.0,2.0,0,1,1,1,1.0,1.0,1199,428.0
I'd Love to Change the World ,Ten Years After,rosiedempsey93,1,73668,18.0,5.0,1,1,1,1,1.0,1.0,1200,428.0
I'll Keep My Light In My Window,Mylene Cruz (Herizen Guardiola) & The Soul Madonnas,rosiedempsey93,1,71928,18.0,0.0,0,1,1,1,1.0,1.0,1201,428.0
I'm Desperate,BC Camplight,COKUNUBI,1,72063,18.0,5.0,1,1,1,1,1.0,1.0,2834,807.0
I'm Five Years Ahead of My Time,The Third Bardo,rosiedempsey93,1,80748,16.0,5.0,1,1,1,1,1.0,1.0,1202,428.0
I'm In Love (feat. James Vincent McMorrow),Kygo,COKUNUBI,1,83763,15.0,0.0,0,1,1,1,1.0,1.0,2835,807.0
I'm Losin' The Feelin,Little Beaver,COKUNUBI,1,72843,18.0,5.0,1,1,1,1,1.0,1.0,2816,807.0
I'm Not Okay (I Promise),My Chemical Romance,rosiedempsey93,7,78888,14.285714285714286,1.7142857142857142,0,7,1,7,1.0,1.0,147,168.0
I'm Shipping Up to Boston,Dropkick Murphys,COKUNUBI,1,64563,20.0,0.0,0,2,2,1,0.5,0.5,2814,560.0
The State of Massachusetts,Dropkick Murphys,COKUNUBI,1,60423,21.0,0.0,0,2,2,1,0.5,0.5,2791,560.0
I'm Shipping Up to Boston,Dropkick Murphys,rosiedempsey93,6,77808,10.0,3.0,1,6,1,6,1.0,1.0,184,191.0
I'm The One ,MOSTACK,COKUNUBI,1,27843,6.0,2.0,0,1,1,1,1.0,1.0,2794,807.0
I'm Tired of These Blues,Mighty Sam McClain,COKUNUBI,1,55443,23.0,5.0,1,2,2,1,0.5,0.5,2795,560.0
When the Hurt Is Over,Mighty Sam McClain,COKUNUBI,1,56163,22.0,5.0,1,2,2,1,0.5,0.5,2796,560.0
I'm Your Hoochie Coochie Man,Muddy Waters,COKUNUBI,1,70503,18.0,1.0,0,2,2,1,0.5,0.5,2797,560.0
Mannish Boy,Muddy Waters,COKUNUBI,1,72243,18.0,1.0,0,2,2,1,0.5,0.5,2798,560.0
I'm Your Man,Spiritualized,COKUNUBI,2,82863,16.0,5.0,2,2,1,2,1.0,1.0,1380,560.0
I've Wanted You,First Aid Kit,rosiedempsey93,2,80508,18.0,4.0,0,2,1,2,1.0,1.0,728,348.0
I/m Not Here [Missing Face],The Twilight Sad,COKUNUBI,1,83223,15.0,5.0,1,1,1,1,1.0,1.0,2799,807.0
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Raekwon,COKUNUBI,1,68163,19.0,0.0,0,2,2,1,0.5,0.5,2800,560.0
The Morning,Raekwon,COKUNUBI,1,12963,10.0,0.0,0,2,2,1,0.5,0.5,2801,560.0
Ice Cream Man,John Brim,COKUNUBI,1,69183,19.0,1.0,0,1,1,1,1.0,1.0,2802,807.0
Icon,Jaden,COKUNUBI,2,72603,19.5,2.0,0,6,3,3,0.5,0.3333333333333333,1404,278.0
Way Up,Jaden,COKUNUBI,1,53283,23.0,2.0,0,6,3,3,0.5,0.16666666666666666,2803,278.0
Welcome To The Get Down,Jaden,COKUNUBI,3,82383,18.666666666666668,2.0,0,6,3,3,0.5,0.5,1147,278.0
If I Can't Have You ,Yvonne Elliman,rosiedempsey93,1,47928,1.0,6.0,1,1,1,1,1.0,1.0,1190,428.0
If I Could Talk I'd Tell You,The Lemonheads,rosiedempsey93,15,85128,12.866666666666667,2.533333333333333,1,28,3,15,0.5357142857142857,0.5357142857142857,25,35.0
It's A Shame About Ray ,The Lemonheads,rosiedempsey93,1,82008,15.0,0.0,0,28,3,15,0.5357142857142857,0.03571428571428571,1191,35.0
Mrs. Robinson ,The Lemonheads,rosiedempsey93,12,77688,16.166666666666668,2.25,1,28,3,15,0.5357142857142857,0.42857142857142855,52,35.0
If It Feels Good (Then It Must Be),Leon Bridges,COKUNUBI,1,85983,14.0,1.0,0,3,3,1,0.3333333333333333,0.3333333333333333,2804,434.0
Smooth Sailin',Leon Bridges,COKUNUBI,1,86163,14.0,1.0,0,3,3,1,0.3333333333333333,0.3333333333333333,2805,434.0
Twistin' & Groovin',Leon Bridges,COKUNUBI,1,85803,14.0,1.0,0,3,3,1,0.3333333333333333,0.3333333333333333,2806,434.0
If You Can't Give Me Love ,Suzi Quatro,rosiedempsey93,5,62508,14.4,2.6,1,5,1,5,1.0,1.0,331,215.0
If You Could Read My Mind,Gordon Lightfoot,rosiedempsey93,1,66168,20.0,1.0,0,1,1,1,1.0,1.0,1192,428.0
If You Want To,Travis Barker,COKUNUBI,2,66843,20.5,0.0,0,2,1,2,1.0,1.0,1409,560.0
If you ever change your mind,Santo Trevisani,COKUNUBI,4,63423,15.25,2.0,1,4,1,4,1.0,1.0,827,369.0
Imagine,Valter Nowak,COKUNUBI,3,71463,13.333333333333334,2.0,0,3,1,3,1.0,1.0,1143,434.0
Imagining My Man,Aldous Harding,COKUNUBI,1,3723,13.0,4.0,0,1,1,1,1.0,1.0,2807,807.0
Impasse des Bourdonnais,Projet Calmant,COKUNUBI,19,82923,13.842105263157896,1.6842105263157894,0,19,1,19,1.0,1.0,90,119.0
Impossible Love,Gordon Gano,rosiedempsey93,3,86328,18.0,3.0,0,3,1,3,1.0,1.0,627,296.0
Impromptu (Thomas's piece),Missy Mazzoli,COKUNUBI,1,15603,10.0,2.0,0,1,1,1,1.0,1.0,2808,807.0
In A Sentimental Mood,Duke Ellington,COKUNUBI,3,76323,19.666666666666668,3.3333333333333335,2,5,2,3,0.6,0.6,1141,310.0
My Little Brown Book,Duke Ellington,COKUNUBI,2,65103,21.0,5.0,2,5,2,3,0.6,0.4,1405,310.0
In Between Days,Ben Folds,rosiedempsey93,2,60288,21.0,5.0,2,2,1,2,1.0,1.0,742,348.0
In My Life,Amanda Seyfried,COKUNUBI,1,78783,16.0,1.0,0,1,1,1,1.0,1.0,2809,807.0
In The Mist,Harry Rosenpal,COKUNUBI,1,31023,5.0,4.0,0,1,1,1,1.0,1.0,2810,807.0
In Too Deep,Sum 41,COKUNUBI,1,46143,1.0,5.0,1,3,3,1,0.3333333333333333,0.3333333333333333,2811,434.0
Makes No Difference,Sum 41,COKUNUBI,1,74703,17.0,4.0,0,3,3,1,0.3333333333333333,0.3333333333333333,2812,434.0
OUT FOR BLOOD,Sum 41,COKUNUBI,1,55143,23.0,0.0,0,3,3,1,0.3333333333333333,0.3333333333333333,2930,434.0
In Women We Trust,Tanerélle,COKUNUBI,1,10443,11.0,0.0,0,1,1,1,1.0,1.0,2790,807.0
In Your Eyes,Peter Gabriel,COKUNUBI,1,18903,9.0,5.0,1,1,1,1,1.0,1.0,2931,807.0
In a Melancholy Mood,Celestial Aeon Project,COKUNUBI,1,2403,13.0,0.0,0,1,1,1,1.0,1.0,2988,807.0
In the Kitchen,HawkTail,COKUNUBI,1,74643,17.0,2.0,0,1,1,1,1.0,1.0,3063,807.0
In the Meantime,Spacehog,rosiedempsey93,7,80508,8.714285714285714,3.142857142857143,2,7,1,7,1.0,1.0,158,168.0
In the Midnight Hour,Wilson Pickett,COKUNUBI,1,9363,11.0,0.0,0,1,1,1,1.0,1.0,3064,807.0
In your eyes,Mewael Yemane,COKUNUBI,2,17523,10.0,0.5,0,2,1,2,1.0,1.0,1407,560.0
Increase,David Lang,COKUNUBI,1,14403,10.0,2.0,0,1,1,1,1.0,1.0,3065,807.0
Independence Day Resurgence Finale,Harald Kloser,COKUNUBI,1,85503,14.0,3.0,0,15,3,10,0.6666666666666666,0.06666666666666667,3066,145.0
The Day After Tomorrow,Harald Kloser,COKUNUBI,10,76443,12.8,2.6,2,15,3,10,0.6666666666666666,0.6666666666666666,222,145.0
Welcome to the Moon,Harald Kloser,COKUNUBI,4,84423,15.0,1.5,0,15,3,10,0.6666666666666666,0.26666666666666666,834,145.0
Industry,Mire Kay,COKUNUBI,3,79263,17.0,0.0,0,3,1,3,1.0,1.0,955,434.0
Infantino Street,Blake Neely,COKUNUBI,1,74463,17.0,3.0,0,5,3,2,0.4,0.2,3067,310.0
Supersonic,Blake Neely,COKUNUBI,2,71463,13.0,2.0,0,5,3,2,0.4,0.4,2072,310.0
Watching Iris Die,Blake Neely,COKUNUBI,2,83763,16.0,2.5,0,5,3,2,0.4,0.4,2039,310.0
Infestation,Eezy Olah,COKUNUBI,1,14223,10.0,0.0,0,1,1,1,1.0,1.0,3068,807.0
Ingram Marshall (b. 1942): Fog Tropes,Ingram Marshall,COKUNUBI,2,86343,16.0,0.5,0,3,2,2,0.6666666666666666,0.6666666666666666,2044,434.0
Prelude ,Ingram Marshall,COKUNUBI,1,85563,14.0,0.0,0,3,2,2,0.6666666666666666,0.3333333333333333,3069,434.0
Injection,Rise Against,COKUNUBI,2,62403,21.5,0.0,0,5,4,2,0.4,0.4,2087,310.0
Re,Rise Against,COKUNUBI,1,61263,21.0,0.0,0,5,4,2,0.4,0.2,3070,310.0
Satellite,Rise Against,COKUNUBI,1,54543,23.0,0.0,0,5,4,2,0.4,0.2,3071,310.0
Worth Dying For,Rise Against,COKUNUBI,1,58323,22.0,0.0,0,5,4,2,0.4,0.2,3072,310.0
Inside ,Ray Wilson,rosiedempsey93,1,77268,17.0,3.0,0,1,1,1,1.0,1.0,1258,428.0
Instantané (The Cakemaker Original Movie Theme),Dominique Charpentier,COKUNUBI,1,843,14.0,0.0,0,1,1,1,1.0,1.0,3073,807.0
Institutionalized,Suicidal Tendencies,rosiedempsey93,3,16248,11.333333333333334,1.3333333333333333,0,3,1,3,1.0,1.0,526,296.0
Intergalactic ,Beastie Boys,rosiedempsey93,2,80028,13.5,3.5,1,3,2,2,0.6666666666666666,0.6666666666666666,966,296.0
Sabotage ,Beastie Boys,rosiedempsey93,1,71748,18.0,2.0,0,3,2,2,0.6666666666666666,0.3333333333333333,1259,296.0
Interstellar,RJ Malcolm,COKUNUBI,2,46983,1.0,4.5,1,2,1,2,1.0,1.0,1986,560.0
Into The Light,Charlie key,COKUNUBI,9,77463,16.666666666666668,1.7777777777777777,1,14,3,9,0.6428571428571429,0.6428571428571429,276,152.0
Song for A,Charlie key,COKUNUBI,2,49503,0.5,4.5,1,14,3,9,0.6428571428571429,0.14285714285714285,1952,152.0
Stairs and Steps,Charlie key,COKUNUBI,3,46383,5.333333333333333,3.6666666666666665,1,14,3,9,0.6428571428571429,0.21428571428571427,971,152.0
Into You (feat. Tamia),Fabolous,COKUNUBI,1,61863,21.0,2.0,0,1,1,1,1.0,1.0,3075,807.0
Into the Groovey,Ciccone Youth,rosiedempsey93,1,67908,19.0,0.0,0,1,1,1,1.0,1.0,1260,428.0
Intro,Meek Mill,COKUNUBI,1,69243,19.0,2.0,0,4,4,1,0.25,0.25,3076,369.0
Niggas in Paris,Meek Mill,COKUNUBI,1,84483,15.0,3.0,0,4,4,1,0.25,0.25,3077,369.0
Respect the Game,Meek Mill,COKUNUBI,1,54063,23.0,2.0,0,4,4,1,0.25,0.25,3078,369.0
What's Free (feat. Rick Ross & Jay Z),Meek Mill,COKUNUBI,1,123,14.0,3.0,0,4,4,1,0.25,0.25,3079,369.0
Introverta,Tom Waller,COKUNUBI,1,31203,5.0,4.0,0,1,1,1,1.0,1.0,3080,807.0
Invincible,Aminé,COKUNUBI,1,22083,8.0,2.0,0,1,1,1,1.0,1.0,3081,807.0
