song,artist,username,total_plays,time_since_play,avg_play_hour,avg_play_day,total_weekend_plays,total_artist_plays,artist_distinct_songs,artist_max_song_count,artist_max_song_percent,percent_of_artist_play,song_rank,artist_rank
"""All That Is or Ever Was or Ever Will Be""",Alan Silvestri,COKUNUBI,8,85743,13.375,2.5,2,186,45,9,0.04838709677419355,0.043010752688172046,346,8.0
"""Best Day Ever""",Alan Silvestri,COKUNUBI,7,81003,15.142857142857142,1.8571428571428572,0,186,45,9,0.04838709677419355,0.03763440860215054,400,8.0
Arrival,Alan Silvestri,COKUNUBI,5,82743,12.8,0.6,0,186,45,9,0.04838709677419355,0.026881720430107527,584,8.0
Back To The Future: Back To The Future ,Alan Silvestri,COKUNUBI,1,6603,12.0,3.0,0,186,45,9,0.04838709677419355,0.005376344086021506,3679,8.0
Becoming Whole Again,Alan Silvestri,COKUNUBI,5,82203,12.8,0.6,0,186,45,9,0.04838709677419355,0.026881720430107527,565,8.0
Destiny Fulfilled,Alan Silvestri,COKUNUBI,4,79503,14.75,0.5,0,186,45,9,0.04838709677419355,0.021505376344086023,918,8.0
Five Seconds,Alan Silvestri,COKUNUBI,2,76443,13.0,0.5,0,186,45,9,0.04838709677419355,0.010752688172043012,1695,8.0
Get This Thing Started,Alan Silvestri,COKUNUBI,3,77343,14.333333333333334,0.6666666666666666,0,186,45,9,0.04838709677419355,0.016129032258064516,1065,8.0
Go Ahead,Alan Silvestri,COKUNUBI,3,84243,13.666666666666666,1.3333333333333333,0,186,45,9,0.04838709677419355,0.016129032258064516,1074,8.0
Gotta Get Out,Alan Silvestri,COKUNUBI,5,78663,14.0,1.0,0,186,45,9,0.04838709677419355,0.026881720430107527,540,8.0
He Gave It Away,Alan Silvestri,COKUNUBI,6,80103,13.333333333333334,1.0,0,186,45,9,0.04838709677419355,0.03225806451612903,524,8.0
How Do I Look?,Alan Silvestri,COKUNUBI,5,84183,14.8,0.6,0,186,45,9,0.04838709677419355,0.026881720430107527,635,8.0
I Can't Risk This,Alan Silvestri,COKUNUBI,7,80403,14.714285714285714,0.7142857142857143,0,186,45,9,0.04838709677419355,0.03763440860215054,371,8.0
I Figured It Out,Alan Silvestri,COKUNUBI,6,82023,14.166666666666666,0.6666666666666666,0,186,45,9,0.04838709677419355,0.03225806451612903,435,8.0
I Was Made for This,Alan Silvestri,COKUNUBI,4,78483,15.0,0.5,0,186,45,9,0.04838709677419355,0.021505376344086023,892,8.0
I'm Forrest... Forrest Gump,Alan Silvestri,COKUNUBI,2,78603,13.0,2.5,0,186,45,9,0.04838709677419355,0.010752688172043012,1995,8.0
In Plain Sight,Alan Silvestri,COKUNUBI,5,79263,14.0,1.0,0,186,45,9,0.04838709677419355,0.026881720430107527,542,8.0
Infinity War,Alan Silvestri,COKUNUBI,1,83343,15.0,3.0,0,186,45,9,0.04838709677419355,0.005376344086021506,3680,8.0
Jenny Returns,Alan Silvestri,COKUNUBI,1,69003,19.0,2.0,0,186,45,9,0.04838709677419355,0.005376344086021506,3681,8.0
Main on End,Alan Silvestri,COKUNUBI,2,76143,13.0,0.5,0,186,45,9,0.04838709677419355,0.010752688172043012,1904,8.0
No Trust,Alan Silvestri,COKUNUBI,6,82623,13.333333333333334,0.6666666666666666,0,186,45,9,0.04838709677419355,0.03225806451612903,463,8.0
Not Good,Alan Silvestri,COKUNUBI,4,78783,14.75,0.5,0,186,45,9,0.04838709677419355,0.021505376344086023,907,8.0
One Shot,Alan Silvestri,COKUNUBI,9,80763,12.666666666666666,1.3333333333333333,0,186,45,9,0.04838709677419355,0.04838709677419355,253,8.0
Perfectly Not Confusing,Alan Silvestri,COKUNUBI,5,81723,13.2,0.6,0,186,45,9,0.04838709677419355,0.026881720430107527,554,8.0
Portals,Alan Silvestri,COKUNUBI,4,77523,15.5,0.5,0,186,45,9,0.04838709677419355,0.021505376344086023,901,8.0
Practical Magic,Alan Silvestri,COKUNUBI,4,12783,12.25,1.75,0,186,45,9,0.04838709677419355,0.021505376344086023,913,8.0
Snap Out of It,Alan Silvestri,COKUNUBI,5,81003,13.6,0.6,0,186,45,9,0.04838709677419355,0.026881720430107527,605,8.0
So Many Stairs,Alan Silvestri,COKUNUBI,5,80823,13.8,0.6,0,186,45,9,0.04838709677419355,0.026881720430107527,603,8.0
The Avengers,Alan Silvestri,COKUNUBI,3,16143,11.0,2.3333333333333335,0,186,45,9,0.04838709677419355,0.016129032258064516,1195,8.0
The End Game ,Alan Silvestri,COKUNUBI,1,6783,12.0,2.0,0,186,45,9,0.04838709677419355,0.005376344086021506,3682,8.0
The How Works,Alan Silvestri,COKUNUBI,5,81243,13.4,0.6,0,186,45,9,0.04838709677419355,0.026881720430107527,621,8.0
The Measure of a Hero,Alan Silvestri,COKUNUBI,4,79683,14.75,0.5,0,186,45,9,0.04838709677419355,0.021505376344086023,883,8.0
The One,Alan Silvestri,COKUNUBI,3,77043,14.666666666666666,0.6666666666666666,0,186,45,9,0.04838709677419355,0.016129032258064516,1238,8.0
The Real Hero,Alan Silvestri,COKUNUBI,4,76803,14.25,1.25,0,186,45,9,0.04838709677419355,0.021505376344086023,846,8.0
The Tool of a Thief,Alan Silvestri,COKUNUBI,4,79863,14.75,0.5,0,186,45,9,0.04838709677419355,0.021505376344086023,844,8.0
Totally Fine,Alan Silvestri,COKUNUBI,5,82983,12.8,0.6,0,186,45,9,0.04838709677419355,0.026881720430107527,571,8.0
Tres Amigos,Alan Silvestri,COKUNUBI,4,78183,15.0,0.5,0,186,45,9,0.04838709677419355,0.021505376344086023,853,8.0
Tunnel Scape,Alan Silvestri,COKUNUBI,2,78003,12.5,0.5,0,186,45,9,0.04838709677419355,0.010752688172043012,1636,8.0
Watch Each Other's Six,Alan Silvestri,COKUNUBI,5,80643,13.8,0.6,0,186,45,9,0.04838709677419355,0.026881720430107527,569,8.0
Whatever It Takes,Alan Silvestri,COKUNUBI,4,78963,14.75,0.5,0,186,45,9,0.04838709677419355,0.021505376344086023,870,8.0
Where Are They?,Alan Silvestri,COKUNUBI,5,82443,12.8,0.6,0,186,45,9,0.04838709677419355,0.026881720430107527,563,8.0
Where Heaven Ends,Alan Silvestri,COKUNUBI,2,77283,15.5,2.5,0,186,45,9,0.04838709677419355,0.010752688172043012,1619,8.0
Worth It,Alan Silvestri,COKUNUBI,2,77823,12.5,0.5,0,186,45,9,0.04838709677419355,0.010752688172043012,1675,8.0
You Did Good,Alan Silvestri,COKUNUBI,3,76923,14.666666666666666,0.6666666666666666,0,186,45,9,0.04838709677419355,0.016129032258064516,1221,8.0
You Shouldn't Be Here,Alan Silvestri,COKUNUBI,6,81423,14.333333333333334,0.8333333333333334,0,186,45,9,0.04838709677419355,0.03225806451612903,444,8.0
"""Heroes"" ",David Bowie,rosiedempsey93,1,82008,15.0,1.0,0,79,23,12,0.1518987341772152,0.012658227848101266,1430,7.0
Andy Warhol ,David Bowie,rosiedempsey93,2,71928,18.0,3.0,0,79,23,12,0.1518987341772152,0.02531645569620253,868,7.0
Changes ,David Bowie,rosiedempsey93,2,71448,19.5,3.5,1,79,23,12,0.1518987341772152,0.02531645569620253,872,7.0
Five Years ,David Bowie,rosiedempsey93,4,83088,8.25,1.75,0,79,23,12,0.1518987341772152,0.05063291139240506,403,7.0
Hang On To Yourself ,David Bowie,rosiedempsey93,1,16968,9.0,1.0,0,79,23,12,0.1518987341772152,0.012658227848101266,1431,7.0
Heroes ,David Bowie,rosiedempsey93,6,65088,13.166666666666666,2.5,1,79,23,12,0.1518987341772152,0.0759493670886076,206,7.0
Kooks ,David Bowie,rosiedempsey93,8,82488,12.625,2.375,0,79,23,12,0.1518987341772152,0.10126582278481013,123,7.0
Lady Stardust ,David Bowie,rosiedempsey93,1,9108,12.0,3.0,0,79,23,12,0.1518987341772152,0.012658227848101266,1432,7.0
Let's Dance ,David Bowie,rosiedempsey93,4,82488,11.75,2.5,1,79,23,12,0.1518987341772152,0.05063291139240506,379,7.0
Life on Mars? ,David Bowie,rosiedempsey93,1,588,14.0,3.0,0,79,23,12,0.1518987341772152,0.012658227848101266,1433,7.0
Moonage Daydream ,David Bowie,rosiedempsey93,1,74868,17.0,0.0,0,79,23,12,0.1518987341772152,0.012658227848101266,1434,7.0
Oh! You Pretty Things ,David Bowie,rosiedempsey93,2,86208,12.5,1.5,0,79,23,12,0.1518987341772152,0.02531645569620253,890,7.0
Queen Bitch ,David Bowie,rosiedempsey93,8,73428,13.625,2.5,0,79,23,12,0.1518987341772152,0.10126582278481013,122,7.0
Quicksand ,David Bowie,rosiedempsey93,2,13788,10.0,2.5,0,79,23,12,0.1518987341772152,0.02531645569620253,879,7.0
Rebel Rebel ,David Bowie,rosiedempsey93,5,84948,12.8,3.0,1,79,23,12,0.1518987341772152,0.06329113924050633,302,7.0
Rock 'n' Roll Suicide ,David Bowie,rosiedempsey93,3,80568,12.333333333333334,2.0,0,79,23,12,0.1518987341772152,0.0379746835443038,533,7.0
Scary Monsters (And Super Creeps) ,David Bowie,rosiedempsey93,1,41568,3.0,4.0,0,79,23,12,0.1518987341772152,0.012658227848101266,1435,7.0
Soul Love ,David Bowie,rosiedempsey93,1,64908,20.0,0.0,0,79,23,12,0.1518987341772152,0.012658227848101266,1436,7.0
Space Oddity ,David Bowie,rosiedempsey93,1,70008,19.0,2.0,0,79,23,12,0.1518987341772152,0.012658227848101266,1437,7.0
Star ,David Bowie,rosiedempsey93,4,85428,16.25,2.75,0,79,23,12,0.1518987341772152,0.05063291139240506,471,7.0
Starman ,David Bowie,rosiedempsey93,2,17748,9.5,2.5,0,79,23,12,0.1518987341772152,0.02531645569620253,946,7.0
Suffragette City ,David Bowie,rosiedempsey93,12,85248,13.083333333333334,2.5,0,79,23,12,0.1518987341772152,0.1518987341772152,43,7.0
Ziggy Stardust ,David Bowie,rosiedempsey93,7,76128,15.428571428571429,2.2857142857142856,0,79,23,12,0.1518987341772152,0.08860759493670886,137,7.0
"""You Don't Dream in Cryo. ....""",James Horner,COKUNUBI,2,80223,13.5,0.5,0,70,13,34,0.4857142857142857,0.02857142857142857,1894,47.0
A Gift of a Thistle,James Horner,COKUNUBI,7,84723,14.142857142857142,2.4285714285714284,0,70,13,34,0.4857142857142857,0.1,355,47.0
"Becoming One of ""The People"" Becoming One with Neytiri",James Horner,COKUNUBI,34,86283,14.647058823529411,2.088235294117647,1,70,13,34,0.4857142857142857,0.4857142857142857,40,47.0
"Climbing Up ""Iknimaya ",James Horner,COKUNUBI,1,12663,11.0,0.0,0,70,13,34,0.4857142857142857,0.014285714285714285,3683,47.0
For the Love of a Princess,James Horner,COKUNUBI,4,78123,14.25,1.5,0,70,13,34,0.4857142857142857,0.05714285714285714,786,47.0
Jake's First Flight,James Horner,COKUNUBI,5,81723,16.8,2.0,0,70,13,34,0.4857142857142857,0.07142857142857142,537,47.0
Pure Spirits of the Forest,James Horner,COKUNUBI,1,75903,17.0,0.0,0,70,13,34,0.4857142857142857,0.014285714285714285,3684,47.0
Quaritch,James Horner,COKUNUBI,2,71223,14.5,1.5,0,70,13,34,0.4857142857142857,0.02857142857142857,2076,47.0
Rooftop Kiss,James Horner,COKUNUBI,8,78783,15.375,1.625,0,70,13,34,0.4857142857142857,0.11428571428571428,347,47.0
Scorched Earth,James Horner,COKUNUBI,1,20763,8.0,4.0,0,70,13,34,0.4857142857142857,0.014285714285714285,3685,47.0
The Bioluminescence of the Night,James Horner,COKUNUBI,1,5823,12.0,3.0,0,70,13,34,0.4857142857142857,0.014285714285714285,3686,47.0
The Ludlows,James Horner,COKUNUBI,3,80043,9.666666666666666,2.0,0,70,13,34,0.4857142857142857,0.04285714285714286,936,47.0
The Secret Wedding,James Horner,COKUNUBI,1,2883,13.0,2.0,0,70,13,34,0.4857142857142857,0.014285714285714285,3687,47.0
"""we circle through the night, consumed by fire"" ",Max Richter,COKUNUBI,2,65283,14.0,3.5,0,225,54,30,0.13333333333333333,0.008888888888888889,2006,4.0
A Blessing,Max Richter,COKUNUBI,1,21543,8.0,0.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3688,4.0
A Catalogue Of Afternoons,Max Richter,COKUNUBI,6,54843,12.0,1.5,1,225,54,30,0.13333333333333333,0.02666666666666667,494,4.0
A Lamenting Song,Max Richter,COKUNUBI,3,82503,15.0,2.3333333333333335,0,225,54,30,0.13333333333333333,0.013333333333333334,970,4.0
A Woman Alone,Max Richter,COKUNUBI,1,14103,10.0,2.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3689,4.0
Arboretum,Max Richter,COKUNUBI,4,55923,13.25,0.75,0,225,54,30,0.13333333333333333,0.017777777777777778,830,4.0
Autumn Music 2,Max Richter,COKUNUBI,1,65523,20.0,3.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3690,4.0
Cassiopeia ,Max Richter,COKUNUBI,1,67983,19.0,3.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3691,4.0
Departure (Home),Max Richter,COKUNUBI,3,83523,17.666666666666668,3.6666666666666665,1,225,54,30,0.13333333333333333,0.013333333333333334,1137,4.0
Dona Nobis Pacem 1,Max Richter,COKUNUBI,2,61203,16.0,2.0,0,225,54,30,0.13333333333333333,0.008888888888888889,1471,4.0
Dream 0 (till break of day) ,Max Richter,COKUNUBI,1,67443,19.0,3.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3692,4.0
Dream 1 (before the wind blows it all away) ,Max Richter,COKUNUBI,3,82863,10.0,2.3333333333333335,1,225,54,30,0.13333333333333333,0.013333333333333334,1129,4.0
Dream 3 (in the midst of my life),Max Richter,COKUNUBI,1,63543,20.0,3.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3693,4.0
Embers,Max Richter,COKUNUBI,1,83403,15.0,2.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3694,4.0
Horizon Variations,Max Richter,COKUNUBI,9,62283,11.88888888888889,1.8888888888888888,1,225,54,30,0.13333333333333333,0.04,251,4.0
I Will Not Forget You,Max Richter,COKUNUBI,8,83523,12.0,2.5,0,225,54,30,0.13333333333333333,0.035555555555555556,353,4.0
III. Mrs Dalloway: War Anthem,Max Richter,COKUNUBI,1,62163,21.0,3.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3695,4.0
Iconography,Max Richter,COKUNUBI,5,61443,14.8,1.2,0,225,54,30,0.13333333333333333,0.022222222222222223,555,4.0
Iconography ,Max Richter,COKUNUBI,2,16143,10.5,1.0,0,225,54,30,0.13333333333333333,0.008888888888888889,1704,4.0
In The Garden ,Max Richter,COKUNUBI,6,81363,12.5,2.1666666666666665,0,225,54,30,0.13333333333333333,0.02666666666666667,500,4.0
Infra 8,Max Richter,COKUNUBI,1,61623,21.0,3.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3696,4.0
Lamentation For A Lost Life,Max Richter,COKUNUBI,1,6303,12.0,0.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3697,4.0
Mercy,Max Richter,COKUNUBI,1,57423,22.0,1.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3698,4.0
Miss Sloane Solo,Max Richter,COKUNUBI,1,60963,21.0,3.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3699,4.0
Old Song,Max Richter,COKUNUBI,4,55743,13.75,0.75,0,225,54,30,0.13333333333333333,0.017777777777777778,751,4.0
On Reflection,Max Richter,COKUNUBI,30,85383,13.266666666666667,2.2333333333333334,3,225,54,30,0.13333333333333333,0.13333333333333333,53,4.0
On The Nature Of Daylight ,Max Richter,COKUNUBI,6,84363,14.333333333333334,1.6666666666666667,0,225,54,30,0.13333333333333333,0.02666666666666667,522,4.0
On The Nature Of Daylight (Entropy),Max Richter,COKUNUBI,3,54243,14.333333333333334,0.6666666666666666,0,225,54,30,0.13333333333333333,0.013333333333333334,1101,4.0
On the Nature of Daylight,Max Richter,COKUNUBI,8,80883,13.0,1.75,1,225,54,30,0.13333333333333333,0.035555555555555556,351,4.0
Only Questions,Max Richter,COKUNUBI,1,64623,20.0,3.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3678,4.0
Organum,Max Richter,COKUNUBI,4,55623,13.75,0.75,0,225,54,30,0.13333333333333333,0.017777777777777778,742,4.0
Path 17 (before the ending of daylight) ,Max Richter,COKUNUBI,18,84003,15.5,2.2777777777777777,0,225,54,30,0.13333333333333333,0.08,95,4.0
Path 5 (delta),Max Richter,COKUNUBI,2,82143,18.0,2.5,0,225,54,30,0.13333333333333333,0.008888888888888889,1537,4.0
"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",Max Richter,COKUNUBI,6,86103,16.0,2.3333333333333335,0,225,54,30,0.13333333333333333,0.02666666666666667,518,4.0
"Recomposed by Max Richter: Vivaldi, The Four Seasons: Spring 2",Max Richter,COKUNUBI,1,63723,20.0,3.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3677,4.0
Rosalee Theme,Max Richter,COKUNUBI,1,65943,20.0,3.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3662,4.0
Shadow Journal,Max Richter,COKUNUBI,4,56763,13.25,0.75,0,225,54,30,0.13333333333333333,0.017777777777777778,700,4.0
She Remembers,Max Richter,COKUNUBI,7,85623,13.714285714285714,2.2857142857142856,1,225,54,30,0.13333333333333333,0.03111111111111111,412,4.0
Space 17 (chains) ,Max Richter,COKUNUBI,3,67683,20.0,2.3333333333333335,0,225,54,30,0.13333333333333333,0.013333333333333334,1111,4.0
Space 2 (slow waves) ,Max Richter,COKUNUBI,2,68223,15.5,2.5,0,225,54,30,0.13333333333333333,0.008888888888888889,1484,4.0
The Blue Notebooks,Max Richter,COKUNUBI,4,57303,13.25,0.75,0,225,54,30,0.13333333333333333,0.017777777777777778,701,4.0
The Consolations Of Philosophy,Max Richter,COKUNUBI,14,72123,13.285714285714286,3.0,2,225,54,30,0.13333333333333333,0.06222222222222222,116,4.0
The Departure,Max Richter,COKUNUBI,4,73683,16.5,3.5,1,225,54,30,0.13333333333333333,0.017777777777777778,698,4.0
The End of All Our Exploring,Max Richter,COKUNUBI,6,76203,15.166666666666666,1.6666666666666667,0,225,54,30,0.13333333333333333,0.02666666666666667,516,4.0
The Trees,Max Richter,COKUNUBI,4,55443,13.75,0.75,0,225,54,30,0.13333333333333333,0.017777777777777778,814,4.0
The Twins (Prague),Max Richter,COKUNUBI,2,83763,18.0,2.5,0,225,54,30,0.13333333333333333,0.008888888888888889,1523,4.0
These I Send to You,Max Richter,COKUNUBI,1,81483,15.0,2.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3676,4.0
Vladimir's Blues,Max Richter,COKUNUBI,8,63843,12.875,1.625,0,225,54,30,0.13333333333333333,0.035555555555555556,350,4.0
Vladimir's Blues ,Max Richter,COKUNUBI,4,76383,14.25,1.25,0,225,54,30,0.13333333333333333,0.017777777777777778,837,4.0
Vladimir's Blues 2018,Max Richter,COKUNUBI,3,54363,14.333333333333334,0.6666666666666666,0,225,54,30,0.13333333333333333,0.013333333333333334,1058,4.0
Vocal,Max Richter,COKUNUBI,1,74043,17.0,2.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3663,4.0
Written on the Sky,Max Richter,COKUNUBI,7,64683,14.142857142857142,1.4285714285714286,0,225,54,30,0.13333333333333333,0.03111111111111111,363,4.0
XVI. The Waves: Tuesday,Max Richter,COKUNUBI,1,82923,15.0,2.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3664,4.0
moth,Max Richter,COKUNUBI,1,1983,13.0,0.0,0,225,54,30,0.13333333333333333,0.0044444444444444444,3665,4.0
#1 Crush,Garbage,COKUNUBI,2,80703,17.5,1.0,0,37,21,3,0.08108108108108109,0.05405405405405406,1701,76.0
Bad Boyfriend,Garbage,COKUNUBI,1,78903,16.0,1.0,0,37,21,3,0.08108108108108109,0.02702702702702703,3666,76.0
Bleed Like Me,Garbage,COKUNUBI,1,79383,16.0,1.0,0,37,21,3,0.08108108108108109,0.02702702702702703,3667,76.0
Blood for Poppies,Garbage,COKUNUBI,2,78663,16.5,1.0,0,37,21,3,0.08108108108108109,0.05405405405405406,1692,76.0
Cherry Lips (Go Baby Go),Garbage,COKUNUBI,3,82563,16.666666666666668,2.3333333333333335,1,37,21,3,0.08108108108108109,0.08108108108108109,1078,76.0
Control,Garbage,COKUNUBI,1,78663,16.0,1.0,0,37,21,3,0.08108108108108109,0.02702702702702703,3668,76.0
Dumb,Garbage,COKUNUBI,1,77583,16.0,1.0,0,37,21,3,0.08108108108108109,0.02702702702702703,3669,76.0
Empty,Garbage,COKUNUBI,1,76803,17.0,1.0,0,37,21,3,0.08108108108108109,0.02702702702702703,3670,76.0
I Think I'm Paranoid,Garbage,COKUNUBI,3,82143,16.666666666666668,2.3333333333333335,1,37,21,3,0.08108108108108109,0.08108108108108109,1174,76.0
No Horses,Garbage,COKUNUBI,1,79623,16.0,1.0,0,37,21,3,0.08108108108108109,0.02702702702702703,3671,76.0
Only Happy When It Rains,Garbage,COKUNUBI,3,81903,16.666666666666668,2.3333333333333335,1,37,21,3,0.08108108108108109,0.08108108108108109,1173,76.0
Push It,Garbage,COKUNUBI,2,81663,17.0,1.0,0,37,21,3,0.08108108108108109,0.05405405405405406,1627,76.0
Queer,Garbage,COKUNUBI,2,81423,17.0,1.0,0,37,21,3,0.08108108108108109,0.05405405405405406,1481,76.0
Special,Garbage,COKUNUBI,3,81123,16.666666666666668,1.0,0,37,21,3,0.08108108108108109,0.08108108108108109,1167,76.0
Stupid Girl,Garbage,COKUNUBI,3,82383,16.666666666666668,2.3333333333333335,1,37,21,3,0.08108108108108109,0.08108108108108109,1166,76.0
Supervixen,Garbage,COKUNUBI,1,80163,16.0,1.0,0,37,21,3,0.08108108108108109,0.02702702702702703,3672,76.0
Temptation Waits,Garbage,COKUNUBI,1,77823,16.0,1.0,0,37,21,3,0.08108108108108109,0.02702702702702703,3673,76.0
The World Is Not Enough,Garbage,COKUNUBI,1,77343,17.0,1.0,0,37,21,3,0.08108108108108109,0.02702702702702703,3674,76.0
Vow,Garbage,COKUNUBI,2,79623,16.5,1.0,0,37,21,3,0.08108108108108109,0.05405405405405406,1328,76.0
When I Grow Up,Garbage,COKUNUBI,1,80403,16.0,1.0,0,37,21,3,0.08108108108108109,0.02702702702702703,3675,76.0
Why Do You Love Me,Garbage,COKUNUBI,2,80943,17.5,1.0,0,37,21,3,0.08108108108108109,0.05405405405405406,1330,76.0
#1 Crush,Garbage,rosiedempsey93,5,79128,14.4,2.0,1,127,22,23,0.18110236220472442,0.03937007874015748,320,5.0
Bad Boyfriend,Garbage,rosiedempsey93,1,20328,8.0,2.0,0,127,22,23,0.18110236220472442,0.007874015748031496,1413,5.0
Bleed Like Me,Garbage,rosiedempsey93,3,56808,17.333333333333332,3.0,1,127,22,23,0.18110236220472442,0.023622047244094488,638,5.0
Blood for Poppies,Garbage,rosiedempsey93,3,71328,20.0,2.3333333333333335,0,127,22,23,0.18110236220472442,0.023622047244094488,647,5.0
Cherry Lips (Go Baby Go),Garbage,rosiedempsey93,18,80268,14.333333333333334,2.0,1,127,22,23,0.18110236220472442,0.14173228346456693,18,5.0
Control,Garbage,rosiedempsey93,1,70188,19.0,3.0,0,127,22,23,0.18110236220472442,0.007874015748031496,1414,5.0
Dumb,Garbage,rosiedempsey93,1,83988,15.0,1.0,0,127,22,23,0.18110236220472442,0.007874015748031496,1415,5.0
Empty,Garbage,rosiedempsey93,3,53448,13.0,3.3333333333333335,1,127,22,23,0.18110236220472442,0.023622047244094488,658,5.0
I Think I'm Paranoid,Garbage,rosiedempsey93,23,85008,14.391304347826088,2.5217391304347827,3,127,22,23,0.18110236220472442,0.18110236220472442,9,5.0
It's All Over But the Crying,Garbage,rosiedempsey93,1,17268,9.0,1.0,0,127,22,23,0.18110236220472442,0.007874015748031496,1416,5.0
No Horses,Garbage,rosiedempsey93,1,60228,21.0,2.0,0,127,22,23,0.18110236220472442,0.007874015748031496,1417,5.0
Only Happy When It Rains,Garbage,rosiedempsey93,15,85488,16.0,2.066666666666667,1,127,22,23,0.18110236220472442,0.11811023622047244,26,5.0
Push It,Garbage,rosiedempsey93,5,62808,16.6,2.6,1,127,22,23,0.18110236220472442,0.03937007874015748,357,5.0
Queer,Garbage,rosiedempsey93,8,77508,12.5,2.375,1,127,22,23,0.18110236220472442,0.06299212598425197,121,5.0
Special,Garbage,rosiedempsey93,5,72108,13.4,2.4,0,127,22,23,0.18110236220472442,0.03937007874015748,344,5.0
Stupid Girl,Garbage,rosiedempsey93,10,86028,14.9,2.0,1,127,22,23,0.18110236220472442,0.07874015748031496,71,5.0
Supervixen,Garbage,rosiedempsey93,4,70668,16.0,2.25,0,127,22,23,0.18110236220472442,0.031496062992125984,369,5.0
Temptation Waits,Garbage,rosiedempsey93,1,61908,21.0,2.0,0,127,22,23,0.18110236220472442,0.007874015748031496,1418,5.0
The World Is Not Enough,Garbage,rosiedempsey93,1,55848,23.0,5.0,1,127,22,23,0.18110236220472442,0.007874015748031496,1419,5.0
Vow,Garbage,rosiedempsey93,9,85368,16.0,2.888888888888889,2,127,22,23,0.18110236220472442,0.07086614173228346,79,5.0
When I Grow Up,Garbage,rosiedempsey93,5,73008,13.0,2.6,1,127,22,23,0.18110236220472442,0.03937007874015748,332,5.0
Why Do You Love Me,Garbage,rosiedempsey93,4,78228,10.5,2.75,1,127,22,23,0.18110236220472442,0.031496062992125984,443,5.0
'Til We Die,Slipknot,rosiedempsey93,2,20088,9.0,1.5,0,24,16,5,0.20833333333333334,0.08333333333333333,737,51.0
(Sic),Slipknot,rosiedempsey93,1,13368,10.0,2.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1420,51.0
All Hope Is Gone,Slipknot,rosiedempsey93,1,4848,13.0,0.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1421,51.0
Diluted,Slipknot,rosiedempsey93,1,15168,10.0,4.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1422,51.0
Disasterpiece,Slipknot,rosiedempsey93,1,73128,18.0,4.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1423,51.0
Duality,Slipknot,rosiedempsey93,5,85968,17.0,3.0,0,24,16,5,0.20833333333333334,0.20833333333333334,324,51.0
Eeyore,Slipknot,rosiedempsey93,1,7188,12.0,6.0,1,24,16,5,0.20833333333333334,0.041666666666666664,1424,51.0
Left Behind,Slipknot,rosiedempsey93,2,73368,18.0,2.5,0,24,16,5,0.20833333333333334,0.08333333333333333,732,51.0
Liberate,Slipknot,rosiedempsey93,2,62388,16.0,2.0,0,24,16,5,0.20833333333333334,0.08333333333333333,725,51.0
Psychosocial,Slipknot,rosiedempsey93,1,72108,18.0,4.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1425,51.0
Snuff,Slipknot,rosiedempsey93,1,11268,11.0,3.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1426,51.0
Spit It Out,Slipknot,rosiedempsey93,2,79968,17.0,3.5,0,24,16,5,0.20833333333333334,0.08333333333333333,752,51.0
Sulfur ,Slipknot,rosiedempsey93,1,15348,10.0,2.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1427,51.0
Surfacing,Slipknot,rosiedempsey93,1,2388,13.0,1.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1428,51.0
Vermilion ,Slipknot,rosiedempsey93,1,69228,19.0,0.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1438,51.0
Wait and Bleed,Slipknot,rosiedempsey93,1,72588,18.0,4.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1429,51.0
(Don't Fear) The Reaper,Blue Öyster Cult,rosiedempsey93,1,64428,20.0,1.0,0,1,1,1,1.0,1.0,1439,428.0
(Don't Let Them) Catch You Crying,Madness,COKUNUBI,1,64143,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3710,166.0
